material_id,chem_formula,R$_0$,B,Gd_chemenv,num_Gd_chemenvs,Gd_wyckoff,num_Gd_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Gd_sites,num_CN_env,num_charge_states,GdX_coordn,GdO_coordn,mean_coordn_Gd-X,min_coordn_Gd-X,max_coordn_Gd-X,mean_coordn_Gd-O,min_coordn_Gd-O,max_coordn_Gd-O,mean_Gd_charge,min_Gd_charge,max_Gd_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_GdO_BondL
mp-16538,Ba5Gd8Zn4O21,3.092305777327559,-0.7989821454046047,Square-face capped trigonal prism,1,4h,1,"[1.542921784513785, 2.256113052080091]",0.0,1.8995174182969379,A4B5C8D21,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Gd-O-Zn,0.00687308708332,-3.190955525131579,2.7487999999999992,4,Tetragonal,4/m,I4/m,oxide,,Ba,Zn,,,B,O,,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.395316904667927
mp-16699,Li6Gd(BO3)3,2.09407254452685,0.3674803651528049,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[3.717035484764309],0.0,3.717035484764309,AB3C6D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Gd-Li-O,0.002960497631574,-2.807994058947367,0.129899999999999,4,Monoclinic,2/m,P2_1/c,orthoborate,Li,,,,,B,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4313528177596586
mp-16796,Sr2GdRuO6,2.228998736428548,0.0406653433482818,Octahedron,1,2c,1,[0.031413641467468],0.0,0.031413641467468,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",SCAN,Gd-O-Ru-Sr,0.0,-2.828292794,0.253699999999999,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ru,,,,"O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2572470740845763
mp-16801,GdSO4F,1.9067520477856008,0.5648928908349745,Dodecahedron with triangular faces - p2345 plane normalized,1,4c,1,[0.523993708132946],0.0,0.523993708132946,ABCD4,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Halogens, Lanthanides, Nonmetals",GGA,F-Gd-O-S,0.0,-2.965455006785715,0.2226,4,Orthorhombic,mmm,Pnma,sulfate,,,,,,,"O, S",F,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4569776236823766
mp-17064,Gd2Sn2O7,1.826456920804676,0.6412997986009797,Cube,1,4d,1,[1.5635241960557091],0.0,1.5635241960557091,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Gd-O-Sn,0.0,-2.82204872,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,,,Sn,,"O, S",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.46599042908509
mp-17237,Gd3RuO7,1.9676912046507835,0.4766247053538319,"Cube, Pentagonal bipyramid",2,"4g, 2a",2,"[2.323916834326623, 0.849275335094909]",0.0,1.586596084710766,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-O-Ru,0.0,-2.988652779090906,0.1389,3,Orthorhombic,mmm,Cmcm,oxide,,,Ru,,,,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4091516901301655
mp-17465,Gd2Cu(SeO3)4,1.9458550460172503,0.5758904052787767,Bicapped square prism (adjacent faces),1,4e,1,[4.474745283012452],0.0,4.474745283012452,AB2C4D12,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Cu-Gd-O-Se,0.0,-2.10846652444079,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,Cu,,,,"C, O, S, Se",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.52323310832309
mp-17583,Gd2TeO6,2.006783595306771,0.4621152525567403,"Face-capped octahedron, Square-face capped trigonal prism",2,4a,1,"[2.594989384484533, 4.233484936873266]",0.0,3.4142371606788995,AB2C6,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Gd-O-Te,0.0,-2.972620136574075,0.0,3,Orthorhombic,222,P2_12_12_1,oxide,,,,,,Te,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.386093924743793
mp-18331,GdCrO3,1.151228055985134,1.459048855572617,Square-face bicapped trigonal prism,1,4c,1,[1.946910387609646],0.0,1.946910387609646,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Cr-Gd-O,0.0,-3.173304159499999,2.6309,3,Orthorhombic,mmm,Pnma,oxide,,,Cr,,,,"C, O",,,Gd,,B > 1,Positive B,2.4548608938292773
mp-18515,NaGdSiO4,0.2927585891705275,2.301212613149301,Square-face bicapped trigonal prism,1,4h,1,[3.416244556283308],0.0,3.416244556283308,ABCD4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,Gd-Na-O-Si,0.0,-3.2877214291256163,0.0,4,Tetragonal,4/m,I4/m,silicate,Na,,,,,Si,"N, O, S",,,Gd,,B > 1,Positive B,2.4864632078761457
mp-18547,NaGdGeO4,1.9522322742652936,0.5988226651325248,Octahedron,1,4c,1,[2.46936187192021],0.0,2.46936187192021,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,Gd-Ge-Na-O,0.0,-2.83483895091133,3.3011,4,Orthorhombic,mmm,Pnma,oxide,Na,,,,,Ge,"N, O",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.3408199298445687
mp-18656,GdGaO3,1.066499946336365,1.5827705731217478,Square-face bicapped trigonal prism,1,4c,1,[1.936341766762546],0.0,1.936341766762546,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Ga-Gd-O,0.048926079999999,-3.077733937499999,3.3962,3,Orthorhombic,mmm,Pnma,oxide,,,,,Ga,,O,,,Gd,,B > 1,Positive B,2.476855669614711
mp-19332,BaGd2NiO5,-1.437373467488904e-05,2.891595185821947,Square-face capped trigonal prism,1,2i,1,[1.9154008381146481],0.0,1.9154008381146481,ABC2D5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Gd-Ni-O,0.00572777472222,-3.069349602777778,0.94,4,Orthorhombic,mmm,Immm,oxide,,Ba,Ni,,,B,"N, O",,,Gd,,B > 1,Positive B,2.403432261349194
mp-19721,GdNbO4,2.36569070736502,0.0605399002872221,Square antiprism,1,2e,1,[2.576405016038523],0.0,2.576405016038523,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-Nb-O,0.0,-3.529169375833331,0.2072,3,Monoclinic,2/m,C2/c,oxide,,,Nb,,,,"N, O",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.396084147392159
mp-19750,BaGd2PtO5,0.8360458447819532,1.738997737931753,Square-face bicapped trigonal prism,1,4h,1,[2.8007696370087882],0.0,2.8007696370087882,ABC2D5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Gd-O-Pt,0.016721306527772,-3.013609235555555,2.2586,4,Tetragonal,4/mmm,P4/mbm,oxide,,Ba,Pt,,,B,"O, P",,,Gd,,B > 1,Positive B,2.466672397501389
mp-2029031,Gd8Sb3O8,2.145112605860907,0.2464034881955723,"Square non-coplanar, See-saw",2,2c,1,"[0.7241055018849151, 1.7894498168028772, 0.6209687698567641, 0.9108965862143741]",0.0,1.0113551686897326,A3B8C8,2,3,1,"[7.0, 6.0, 8.0]","[3.0, 4.0, 4.0]",7.0,6.0,8.0,3.6666666666666665,3.0,4.0,3.0,3.0,3.0,2.6666666666666665,2,3,"Sb2-, Sb3-, O2-","Lanthanides, Metalloids, Nonmetals",r2SCAN,Gd-O-Sb,0.003298113947387,-3.015954637368422,0.0,3,Monoclinic,2/m,C2/m,oxide,,,,,,Sb,"O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.283840584904271
mp-20470,Gd2O3,1.905611903312968,0.633554237974514,Face-capped octahedron,1,2d,1,[2.817562390805178],0.0,2.817562390805178,A2B3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Gd-O,0.031173922499998,-3.718431335999997,2.969999999999999,2,Trigonal,-3m,P-3m1,oxide,,,,,,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4109031887247143
mp-21332,LiGdO2,1.7786391354686049,0.825060235187639,Octahedron,1,4c,1,[0.610960324826203],0.0,0.610960324826203,ABC2,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,Gd-Li-O,0.0,-3.213841752708333,3.280399999999999,3,Orthorhombic,mmm,Pnma,oxide,Li,,,,,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.333431412129775
mp-21706,GdAl3(PbO4)2,2.057898439542483,0.4425420916930423,Hexagonal bipyramid,1,4c,1,[1.16191529950388],0.0,1.16191529950388,AB2C3D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Gd-O-Pb,0.003985894341521,-2.979474422857141,3.052499999999999,4,Cubic,m-3m,Pn-3m,oxide,,,,,"Al, Pb",,"O, P",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.51105077590854
mp-24617,RbGdH2S2O9,2.364746540803284,0.0639948241183727,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[1.235479370044856],0.0,1.235479370044856,ABC2D2E9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Gd-H-O-Rb-S,0.0,-2.279955382333334,2.6941,5,Monoclinic,2/m,P2_1/c,oxide,Rb,,,,,,"H, O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4303993046394776
mp-30137,Gd3ReO8,2.046985271620509,0.4088141165164456,"Square antiprism, Square-face bicapped trigonal prism",2,4e,1,"[2.522943082504064, 1.362818709231343, 1.624908692804359]",0.0,1.8368901615132556,AB3C8,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Gd-O-Re,0.0,-3.269572775416667,1.643199999999998,3,Monoclinic,2/m,P2_1/c,oxide,,,Re,,,,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.453877816787627
mp-31101,Gd3ReO7,1.7999945695162225,0.7228118391549276,"Cube, Pentagonal bipyramid",2,"4g, 2b",2,"[0.7994210494560421, 2.6716277731947393]",0.0,1.7355244113253907,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Gd-O-Re,0.029760588409111,-3.299133534318182,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Re,,,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4438750469155157
mp-31369,Gd2B4O9,2.08239987836602,0.3567097154062125,"Square-face bicapped square antiprism, Tricapped triangular prism (three square-face caps)",2,2i,1,"[5.233341949762503, 3.19314912839937]",0.5,4.213245539080936,A2B4C9,2,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",SCAN,B-Gd-O,0.021218043319425,-3.262042608777776,2.8237,3,Triclinic,-1,P-1,oxide,,,,,,B,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.482611687251828
mp-3572,Gd2(MoO4)3,2.061467580907517,0.3655698941953954,Square-face capped trigonal prism,1,4c,1,"[2.971824913640671, 3.094874262584112]",0.0,3.0333495881123915,A2B3C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Mo-O,0.0,-2.635878328529412,3.2407,3,Orthorhombic,mm2,Pba2,oxide,,,Mo,,,,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.3738544175267386
mp-3594,Gd3GaO6,1.838201635893668,0.6581157338304794,Square-face capped trigonal prism,1,"4b, 2a",2,"[3.74673984384674, 2.426365817700122]",0.0,3.0865528307734307,AB3C6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Ga-Gd-O,0.0,-3.514320220750001,2.9661,3,Orthorhombic,mm2,Cmc2_1,oxide,,,,,Ga,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.392504770163145
mp-3735,GdPO4,1.2399937426119636,1.1878801919006097,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,4e,1,[4.196876935453545],0.0,4.196876935453545,ABC4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",SCAN,Gd-O-P,0.026959161249966,-3.430193205357142,2.8957,3,Monoclinic,2/m,P2_1/c,phosphate,,,,,,,"O, P",,,Gd,,B > 1,Positive B,2.471971933815323
mp-39684,GdTiCdSbO7,2.002367832421183,0.466155572273519,Hexagonal bipyramid,1,4a,1,[2.1764369560210852],0.0,2.1764369560210852,ABCDE7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cd-Gd-O-Sb-Ti,0.0,-2.7835351125757573,2.4501,5,Tetragonal,422,P4_122,oxide,,,"Ti, Cd",,,Sb,"C, O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4755535161608395
mp-40451,NaGd3Ti2(SbO7)2,1.943348829581504,0.5236078595216275,"Cube, Hexagonal bipyramid",2,"2f, 2d, 2e",3,"[2.521653103442201, 2.397390232415268, 2.33825335894069]",0.0,2.419098898266053,AB2C2D3E14,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Gd-Na-O-Sb-Ti,0.0,-3.122880093774817,2.1556,5,Monoclinic,2/m,P2/c,oxide,Na,,Ti,,,Sb,"N, O, S",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.478681287672966
mp-42089,K4Gd2C3O9F4,0.4904017113229346,1.7649824885729957,Square-face capped square prism,1,2a,1,"[6.888527417453346, 6.904167027615772]",1.0,6.896347222534559,A2B3C4D4E9,1,1,1,[9.0],[6.0],9.0,9.0,9.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Lanthanides, Nonmetals",GGA,C-F-Gd-K-O,0.009271428522724,-2.829737497340909,2.7175,5,Monoclinic,2,P2_1,fluoride,K,,,,,,"C, O",F,,Gd,,B > 1,Positive B,2.5765551495662766
mp-4860,Gd2CuO4,1.9172562427541315,0.5159814114755779,Cube,1,2e,1,[0.299457130854534],0.0,0.299457130854534,AB2C4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Cu-Gd-O,0.0,-3.059107154285715,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,,,Cu,,,,"C, O",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4537319041647834
mp-4875,GdTaO4,2.229174548537801,0.2284390256736247,Square antiprism,1,2e,1,[1.941382835308998],0.0,1.941382835308998,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-O-Ta,0.0,-3.523330382055555,3.3217,3,Monoclinic,2/m,P2/c,oxide,,,Ta,,,,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4051033344340405
mp-505046,Gd3Sb5O12,2.052719894874669,0.3630101613216327,Cube,1,6d,1,[3.235888167577229],0.0,3.235888167577229,A3B5C12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Gd-O-Sb,0.0,-2.629193494250001,2.7225,3,Cubic,-43m,I-43m,oxide,,,,,,Sb,"O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.448716175661627
mp-505194,GdCu(WO4)2,2.567149553791831,-0.0886803753738192,Square antiprism,1,2i,1,[3.230763185115098],0.0,3.230763185115098,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Gd-O-W,0.04186962838542,-2.356497663749999,0.141499999999999,4,Triclinic,-1,P-1,oxide,,,"Cu, W",,,,"C, O",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4526594532268513
mp-505216,Gd2Ru2O7,1.7691559206343477,0.6459132388440156,Cube,1,4c,1,[1.6880810276640572],0.0,1.6880810276640572,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-O-Ru,0.0,-2.420310510909091,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,Ru,,,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4159944182842583
mp-505232,GdNi(BO2)5,1.8528390669817607,0.561325506193638,Square-face bicapped square antiprism,1,4e,1,[3.932786449646084],0.0,3.932786449646084,ABC5D10,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Gd-Ni-O,0.0,-2.853718377401962,3.132,4,Monoclinic,2/m,P2_1/c,metaborate,,,Ni,,,B,"N, O",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.541037700963701
mp-505313,BaGd2CoO5,0.2985448655525133,2.520460878850749,Square-face capped trigonal prism,1,2i,1,[1.7305673010424099],0.0,1.7305673010424099,ABC2D5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Co-Gd-O,0.00071547277778,-3.086305426111112,0.0,4,Orthorhombic,mmm,Immm,oxide,,Ba,Co,,,B,"C, O",,,Gd,,B > 1,Positive B,2.395654159476094
mp-505438,BaGd2PdO5,0.892538120187548,1.6567975348785295,Square-face bicapped trigonal prism,1,4h,1,[2.60005947445475],0.0,2.60005947445475,ABC2D5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Gd-O-Pd,0.0,-3.015181963888898,0.0275,4,Tetragonal,4/mmm,P4/mbm,oxide,,Ba,Pd,,,B,"O, P",,,Gd,,B > 1,Positive B,2.4470060206531126
mp-505604,GdNiO3,1.3850585133136106,1.1614644629296025,Square-face bicapped trigonal prism,1,4c,1,[2.05570426620385],0.0,2.05570426620385,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-Ni-O,0.0,-2.449596327999998,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,Ni,,,,"N, O",,,Gd,,B > 1,Positive B,2.430009894491752
mp-505647,KGd(WO4)2,2.3200455026199744,0.0141303130579649,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[2.221650071979482],0.0,2.221650071979482,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-K-O-W,0.0,-2.660793796020834,3.247499999999999,4,Monoclinic,2/m,C2/c,oxide,K,,W,,,,O,,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3304812878044916
mp-510057,Gd3NbS3O4,2.1937631530491366,0.2063833025886371,"Dodecahedron with triangular faces, Square antiprism, Tricapped triangular prism (three square-face caps)",3,4a,1,"[2.290117068233872, 1.601739911047707, 1.541128700083711]",0.0,1.8109952264550966,AB3C3D4,3,2,1,"[8.0, 8.0]","[4.0, 3.0]",8.0,8.0,8.0,3.5,3.0,4.0,3.0,3.0,3.0,2.0,2,2,"S2-, O2-","Lanthanides, Nonmetals, Transition Metals",GGA,Gd-Nb-O-S,0.048792360454543,-3.022971011136363,0.146599999999999,4,Orthorhombic,mm2,Pna2_1,oxide,,,Nb,,,,"N, O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.3621384028016963
mp-510248,BaGd2Mn2O7,2.351351589674469,0.1000785015433028,Square-face capped trigonal prism,1,8j,1,[4.254051301199521],0.0,4.254051301199521,AB2C2D7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Gd-Mn-O,0.021925493402811,-2.977401411946841,0.0,4,Tetragonal,4/mmm,P4_2/mnm,oxide,,Ba,Mn,,,B,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4050693082184336
mp-510278,GdTiO3,1.0995755083105343,1.5531574553483092,Square-face bicapped trigonal prism,1,4c,1,[1.705864837280986],0.0,1.705864837280986,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Gd-O-Ti,0.026689669499987,-3.473308537333326,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,Ti,,,,O,,,Gd,,B > 1,Positive B,2.4929115342657857
mp-510541,RbGd(WO4)2,2.330991422255845,0.016965041767433,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[2.292371753910943],0.0,2.292371753910943,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-O-Rb-W,0.0,-2.654935861458335,1.2857,4,Monoclinic,2/m,C2/c,oxide,Rb,,W,,,,O,,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3435169675739647
mp-510575,GdMnO3,1.2172215714864385,1.3984168342852443,Square-face bicapped trigonal prism,1,4c,1,[2.002636037399835],0.0,2.002636037399835,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-Mn-O,0.0,-2.98195311758613,0.404099999999999,3,Orthorhombic,mmm,Pnma,oxide,,,Mn,,,,O,,,Gd,,B > 1,Positive B,2.4644425203187614
mp-5223,GdAlO3,1.6080804984765784,0.9694604733424578,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,4c,1,[4.184422644765674],0.0,4.184422644765674,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Al-Gd-O,0.008384388900003,-3.6904500495,3.2382,3,Orthorhombic,mmm,Pnma,oxide,,,,,Al,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4533192304446105
mp-5302,Gd2Ti2O7,1.679036950519475,0.759543350630546,Cube,1,4c,1,[2.177815607196086],0.0,2.177815607196086,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-O-Ti,0.0,-3.601043695757575,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,Ti,,,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4364864630752887
mp-530682,GdAl22O34,1.6679403132576645,0.750471608955046,Hexagonal bipyramid,1,1h,1,[6.987390883113398],1.0,6.987390883113398,AB22C34,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Gd-O,0.040554454244638,-3.3924286759649123,0.0,3,Triclinic,-1,P-1,oxide,,,,,Al,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.730191987671772
