material_id,chem_formula,R$_0$,B,I_chemenv,num_I_chemenvs,I_wyckoff,num_I_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_I_sites,num_CN_env,num_charge_states,IX_coordn,IO_coordn,mean_coordn_I-X,min_coordn_I-X,max_coordn_I-X,mean_coordn_I-O,min_coordn_I-O,max_coordn_I-O,mean_I_charge,min_I_charge,max_I_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_IO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-566599,La(IO3)3,1.8460892884742766,0.05247415625351261,Triangular non-coplanar,1,2a,1,"[1.572146550161541, 1.126426627554634, 1.670698398222597, 1.056031072680955, 0.85822886145565, 0.977779921205954, 1.582345083015432, 1.116552456692397, 1.697053793834518]",0.0,1.2952514183137422,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",1.8194620649408406,r2SCAN,I-La-O,0.0,-1.121862406346155,3.1384,3,Monoclinic,m,Cc,iodate,None,None,None,None,None,None,O,I,None,La,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-572728,CsV2I3O13,2.181257043490044,0.5457473568023857,Triangular non-coplanar,1,"2b, 4c",2,"[0.65585438332637, 1.237617238979138]",0.0,0.946735811152754,AB2C3D13,1,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",2.047745479759137,GGA_U,Cs-I-O-V,0.0,-1.502475164192378,1.829699999999999,4,Orthorhombic,mm2,Ima2,oxide,Cs,None,V,None,None,None,"C, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-572805,Cs2I4O11,2.065627775422648,0.3957074568784235,"See-saw, Triangular non-coplanar",2,4e,1,"[2.020332506830573, 0.9662189457740411, 2.930457361094537, 2.8661284843570423]",0.0,2.1957843245140483,A2B4C11,2,3,1,"[3.0, 4.0, 5.0]","[3.0, 4.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",1.9893266115127342,r2SCAN,Cs-I-O,0.0,-1.153329669371196,2.984999999999999,3,Monoclinic,2/m,P2_1/c,oxide,Cs,None,None,None,None,None,"C, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-572998,Lu(IO3)3,1.830130517441691,-0.0246761666594723,"See-saw, Triangular non-coplanar",2,4e,1,"[2.327053936073035, 1.168623555512675, 0.9319694923616021]",0.0,1.4758823279824371,AB3C9,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",1.8425791878808324,GGA,I-Lu-O,0.0,-1.491177548397437,3.5837,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,O,I,None,Lu,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-581324,Ba2VI5O17,2.2537612989375466,0.8464790116626897,Triangular non-coplanar,1,4e,1,"[0.8089727053543291, 1.119052320366907, 0.7852997360302221, 0.9968266013932231, 1.3776251595083742]",0.0,1.0175553045306112,AB2C5D17,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",1.8942180526064358,GGA_U,Ba-I-O-V,0.004907434050001,-1.5346910215,2.8537,4,Monoclinic,2/m,P2_1/c,oxide,None,Ba,V,None,None,B,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-581868,NaY(IO3)4,2.113123075186819,0.531830273170703,"See-saw, Triangular non-coplanar",2,2a,1,"[0.9982286570796881, 3.989354668765797, 0.8971199324386161, 1.493434945811966, 2.926224452938029, 4.151689494319193, 0.9148098946313971, 0.8875262073276271]",0.0,2.032298531664039,ABC4D12,2,2,1,"[3.0, 5.0]","[3.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.9048164145489215,GGA,I-Na-O-Y,0.0,-1.4436729681321832,3.3147,4,Monoclinic,m,Cc,iodate,Na,None,Y,None,None,None,"N, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-625174,H5IO6,1.927410641061316,0.09480942739262485,Octahedron,1,4e,1,[0.21536416862947003],0.0,0.21536416862947003,AB5C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Halogens, Nonmetals",1.9138970479329966,GGA,H-I-O,0.023315540624999003,-0.9973210992708321,2.255499999999999,3,Monoclinic,2/m,P2_1/c,hypoiodite,None,None,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-625256,H5IO6,1.9273744533238122,0.0719729405612234,Octahedron,1,2a,1,"[0.16162080729619302, 0.15332488488349202]",0.0,0.15747284608984252,AB5C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Halogens, Nonmetals",1.9171174752777604,GGA,H-I-O,0.033702867916666004,-0.9869337719791661,2.1302,3,Monoclinic,m,Pc,hypoiodite,None,None,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-625890,H5IO6,1.9430127030479007,0.19536204988487496,Octahedron,1,2a,1,"[0.23950899695766503, 0.159168787887107]",0.0,0.199338892422386,AB5C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Halogens, Nonmetals",1.9149942667172912,GGA,H-I-O,0.04685653374999801,-0.9737801061458331,1.6184,3,Monoclinic,2,P2_1,hypoiodite,None,None,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-625928,HI3O8,2.059966025202907,0.3553227371600423,"See-saw, Triangular non-coplanar",2,4e,1,"[3.775176704530441, 3.786040610351729, 0.9404021908985881]",0.0,2.833873168593586,AB3C8,2,3,1,"[3.0, 5.0, 6.0]","[3.0, 5.0, 6.0]",4.666666666666667,3.0,6.0,4.666666666666667,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals",2.1023974880536818,GGA,H-I-O,0.021705477916665,-0.8001992034375001,2.5364,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-625961,H5IO6,1.9337464325139648,0.14355654822235295,no_data,1,no_data,1,no_data,0.0,no_data,AB5C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Halogens, Nonmetals",1.9138059505742333,GGA,H-I-O,0.035035169374999,-0.985601470520833,2.1822,3,Triclinic,1,P1,hypoiodite,None,None,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-683980,Ho(IO3)3,2.126441974010245,0.6584803143499237,"See-saw, Triangular non-coplanar",2,4e,1,"[2.348357234156889, 1.168846515971967, 1.292773340973747]",0.0,1.603325697034201,AB3C9,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",2.023567350867148,r2SCAN,Ho-I-O,0.0,-1.115902396538462,3.4108,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,"H, O",I,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-686949,ThCr(IO5)2,2.5601477591035757,1.5412329469324912,Triangular non-coplanar,1,4a,1,"[1.216632602381358, 1.245894307033189]",0.0,1.2312634547072734,ABC2D10,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Halogens, Nonmetals, Transition Metals",1.9447023213146668,GGA_U,Cr-I-O-Th,0.0,-1.811411785714285,2.7329,4,Orthorhombic,222,P2_12_12_1,hypoiodite,None,None,Cr,None,None,None,"C, O",I,None,None,Th,B > 1,Positive B
mp-695963,K2NaH10IO10,1.9304664161172211,0.059988537595612776,Octahedron,1,2i,1,[0.15671668474049402],0.0,0.15671668474049402,ABC2D10E10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",1.9236909927666581,GGA,H-I-K-Na-O,0.0,-1.374624272849138,2.6016,5,Triclinic,-1,P-1,hypoiodite,"Na, K",None,None,None,None,None,"H, N, O",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-697072,CuHIO4,2.0516335673735,1.454226769213197,See-saw,1,4c,1,[2.8213642163048123],0.0,2.8213642163048123,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.252270386535862,GGA,Cu-H-I-O,0.012591236607143001,-0.9297275505357141,0.0,4,Orthorhombic,mmm,Pnma,periodate,None,None,Cu,None,None,None,"H, C, O",I,None,None,None,B > 1,Positive B
mp-698021,CaH12(IO7)2,1.9551242600104082,0.1995002397772932,Octahedron,1,4f,1,[0.6555341146872421],0.0,0.6555341146872421,AB2C12D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals",1.934310932875236,GGA,Ca-H-I-O,0.022207010086206003,-1.246511601034482,2.1444,4,Monoclinic,2/m,C2/c,hypoiodite,None,Ca,None,None,None,None,"H, C, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-706273,KH(IO3)2,2.237647350707999,0.922639314044544,"See-saw, Triangular non-coplanar",2,4a,1,"[1.164995468120346, 3.180966058298451, 0.8687333837915311, 1.275269520479352]",0.0,1.62249110767242,ABC2D6,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",1.9337810764450902,SCAN,H-I-K-O,0.000323896374999,-1.153232777725001,3.4622,4,Orthorhombic,mm2,Pca2_1,iodate,K,None,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-707285,CuH16(IO8)2,1.9693380577872595,0.3055058167914957,Octahedron,1,4e,1,[0.47720305909749505],0.0,0.47720305909749505,AB2C16D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.9290568847949494,GGA,Cu-H-I-O,0.031732594964285,-1.061794338285713,0.6155,4,Monoclinic,2/m,P2_1/c,hypoiodite,None,None,Cu,None,None,None,"H, C, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-720407,KH(IO3)2,2.117678687196527,0.7370935749460775,"See-saw, Triangular non-coplanar",2,4e,1,"[0.648557427166467, 0.828253643272522, 2.6363702452885063, 3.34272436002376]",0.0,1.8639764189378139,ABC2D6,2,3,1,"[3.0, 5.0, 6.0]","[3.0, 5.0, 6.0]",4.666666666666667,3.0,6.0,4.666666666666667,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",2.149499076750454,SCAN,H-I-K-O,0.0,-1.153556674100001,3.410999999999999,4,Monoclinic,2/m,P2_1/c,iodate,K,None,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-723109,BeH14(I2O9)2,2.2070172938390273,0.6931962520261458,"See-saw, Triangular non-coplanar",2,8d,1,"[2.164593695826791, 0.9867700246921971]",0.0,1.575681860259494,AB4C14D18,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",2.169025076551314,GGA,Be-H-I-O,0.0,-1.18856089804054,3.3177,4,Orthorhombic,mmm,Pnma,oxide,None,Be,None,None,None,B,"H, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-727552,Ca2CrH2I2O11,1.9165135521250387,0.165660287007588,Triangular non-coplanar,1,4e,1,"[1.168466089949964, 1.074209180950292]",0.0,1.121337635450128,AB2C2D2E11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",1.831956213933436,GGA_U,Ca-Cr-H-I-O,0.009809473749999001,-1.778240452499999,2.9479,5,Monoclinic,2/m,P2_1/c,oxide,None,Ca,Cr,None,None,None,"H, C, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-733853,K2HI2ClO6,2.2506344492375745,2.310589453135921,"See-saw, Triangular non-coplanar",2,4a,1,"[0.6914080055107691, 3.231269224404446]",0.0,1.9613386149576075,ABC2D2E6,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2,2,O2-,"Alkali Metals, Halogens, Nonmetals",2.0721762748394568,GGA,Cl-H-I-K-O,0.0,-1.3464787131875,3.2141,5,Orthorhombic,mm2,Pca2_1,hypochlorite,K,None,None,None,None,None,"H, C, O","Cl, I",None,None,None,B > 1,Positive B
mp-734194,BeH8(IO5)2,1.8453487749381174,0.007910600385055519,Triangular non-coplanar,1,8e,1,[0.845794597101566],0.0,0.845794597101566,AB2C8D10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",1.841400381158941,GGA,Be-H-I-O,0.0,-1.2931664733333341,3.889199999999999,4,Orthorhombic,mmm,Pccn,hypoiodite,None,Be,None,None,None,B,"H, O",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-753054,KI(OF)2,1.802726106726619,-0.01328043744460615,See-saw,1,4a,1,[1.632676970461116],0.0,1.632676970461116,ABC2D2,1,1,1,[2.0],[2.0],2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,2,2,O2-,"Alkali Metals, Halogens, Nonmetals",1.8086644229331943,GGA,F-I-K-O,0.039065852499998006,-1.8215278995416662,3.7254,4,Orthorhombic,mm2,Pca2_1,fluoride,K,None,None,None,None,None,O,"F, I",None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-754521,Sr(IO3)2,1.8561560995325401,0.07641092139321926,See-saw,1,4f,1,[2.547965837514676],0.0,2.547965837514676,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals",1.817148166001168,r2SCAN,I-O-Sr,0.0,-1.5432830833333342,3.5261,3,Monoclinic,2/m,C2/c,iodate,None,Sr,None,None,None,None,"O, S",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-756758,CuH4(IO4)2,1.7615089251465321,-0.1568893313338076,Triangular non-coplanar,1,4e,1,[0.8478673636121801],0.0,0.8478673636121801,AB2C4D8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.8415883643748667,GGA,Cu-H-I-O,0.011211346666665001,-0.9985807943333331,0.5259,4,Monoclinic,2/m,P2_1/c,periodate,None,None,Cu,None,None,None,"H, C, O",I,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-757256,ZnH4(IO4)2,1.865180137884814,0.046834570564450756,Triangular non-coplanar,1,2i,1,"[0.891506560336468, 0.7134326956307041]",0.0,0.8024696279835861,AB2C4D8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.8415321399819504,GGA,H-I-O-Zn,0.012192761666668,-1.134069161999999,3.2913,4,Triclinic,-1,P-1,periodate,None,None,Zn,None,None,None,"H, O",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-758160,Co(IO3)2,2.1239754916321028,0.5778531883319402,Triangular non-coplanar,1,"3d, 1a, 1c",3,"[0.9170279351315851, 0.546375111802972, 0.9659965322447991, 1.016514291287546]",0.0,0.8614784676167255,AB2C6,1,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.9334625099634524,GGA_U,Co-I-O,0.007817396944444001,-0.9615391563888881,2.5534,3,Trigonal,3,P3,iodate,None,None,Co,None,None,None,"C, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-758253,CaH12(IO6)2,1.7136596841757605,-0.25153739399666364,Triangular non-coplanar,1,4b,1,[1.116357829562805],0.0,1.116357829562805,AB2C12D12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals",1.839768927755615,GGA,Ca-H-I-O,0.024381822685189,-1.338315944814814,4.0987,4,Orthorhombic,mm2,Fdd2,hypoiodite,None,Ca,None,None,None,None,"H, C, O",I,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-765597,HS2IO8,2.038659298906832,0.584905368707675,Square plane,1,4e,1,[3.267887343174809],0.0,3.267887343174809,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals",2.216543458773363,GGA,H-I-O-S,0.0,-1.4209656278125,2.8262,4,Monoclinic,2/m,P2_1/c,hypoiodite,None,None,None,None,None,None,"H, O, S",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-766021,KH(IO3)2,2.3237589933897103,1.0814321692581395,Triangular non-coplanar,1,4e,1,"[0.943944727724034, 1.159346812447641]",0.0,1.0516457700858375,ABC2D6,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",1.9640442034906644,GGA,H-I-K-O,0.0035588375,-1.1499978366,3.5645,4,Monoclinic,2/m,P2_1/c,iodate,K,None,None,None,None,None,"H, O",I,None,None,None,B > 1,Positive B
mp-768909,Sr(IO3)2,2.2650389588773976,1.1993545153943206,Triangular non-coplanar,1,4a,1,"[1.3925060527154272, 1.141383812783943]",0.0,1.2669449327496851,AB2C6,1,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals",2.1042052233721744,r2SCAN,I-O-Sr,0.023050298055555002,-1.520232785277778,3.3968,3,Orthorhombic,222,P2_12_12_1,iodate,None,Sr,None,None,None,None,"O, S",I,None,None,None,B > 1,Positive B
mp-770718,Mg(IO3)2,2.1782437901716967,0.4668198370866419,"Square pyramid, Triangular non-coplanar",2,4a,1,"[2.193493997102424, 1.9001289104812762]",0.0,2.0468114537918503,AB2C6,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals",2.2267412340149995,GGA,I-Mg-O,0.044401321944445,-1.3526636225000002,3.106299999999999,3,Orthorhombic,222,P2_12_12_1,iodate,None,Mg,None,None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-771040,Mg(IO3)2,1.8630648209448222,0.047769544854816604,Triangular non-coplanar,1,4e,1,"[1.199165911329517, 0.6991238234370191]",0.0,0.9491448673832681,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals",1.8391325048296154,GGA,I-Mg-O,0.048183233333334005,-1.34888171111111,3.6005000000000003,3,Monoclinic,2/m,P2_1/c,iodate,None,Mg,None,None,None,None,O,I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-771047,Mn(IO3)2,1.9225960039893102,0.153813953870011,Triangular non-coplanar,1,8d,1,[0.5457149395559371],0.0,0.5457149395559371,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.8455957557284435,GGA_U,I-Mn-O,0.040689294444444,-1.12431370532567,1.909299999999999,3,Orthorhombic,mmm,Pbcn,iodate,None,None,Mn,None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-771237,Mn(IO3)2,1.8596070033632794,0.07217914288521936,Triangular non-coplanar,1,4e,1,"[1.324751917165036, 0.8659410540859731]",0.0,1.0953464856255044,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.823444725624692,r2SCAN,I-Mn-O,0.032221068055554004,-1.13278193171456,2.7249,3,Monoclinic,2/m,P2_1/c,iodate,None,None,Mn,None,None,None,O,I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-771330,Mn(IO3)2,2.1777558398958328,0.4010300562369385,"Square pyramid, Triangular non-coplanar",2,4a,1,"[2.475395327566996, 1.8616249111689411]",0.0,2.1685101193679683,AB2C6,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.213776721052692,r2SCAN,I-Mn-O,0.024082223888888,-1.140920775881226,2.673,3,Orthorhombic,222,P2_12_12_1,iodate,None,None,Mn,None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-771750,Sr(IO3)2,1.7618393727640278,-0.09437881930498798,Triangular non-coplanar,1,4e,1,"[1.225618709512295, 0.5288100744591451]",0.0,0.87721439198572,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals",1.8100360682357781,r2SCAN,I-O-Sr,0.003430151388889,-1.539852931944445,3.759099999999999,3,Monoclinic,2/m,P2_1/c,iodate,None,Sr,None,None,None,None,"O, S",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-772376,Ni(IO3)2,1.9340393355538115,0.1788397907242408,Triangular non-coplanar,1,8d,1,[0.504809567708217],0.0,0.504809567708217,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.8445092528826923,GGA_U,I-Ni-O,0.045639678333333,-0.9091115024999991,2.868,3,Orthorhombic,mmm,Pbcn,iodate,None,None,Ni,None,None,None,"N, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-774228,Co(IO3)2,2.1899723168045497,0.5175225399025241,"See-saw, Triangular non-coplanar",2,4a,1,"[4.561731009704262, 1.8345565911037292]",0.0,3.1981438004039955,AB2C6,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.2422646852978887,GGA_U,Co-I-O,0.035673362222222005,-0.9336831911111101,2.1622,3,Orthorhombic,222,P2_12_12_1,iodate,None,None,Co,None,None,None,"C, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-774233,Co(IO3)2,1.943094005105238,0.1862617744552038,Triangular non-coplanar,1,8d,1,[0.539680807722796],0.0,0.539680807722796,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.8498522682277205,GGA_U,Co-I-O,0.045481335555555,-0.923875217777777,2.4207,3,Orthorhombic,mmm,Pbcn,iodate,None,None,Co,None,None,None,"C, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-849780,La3H15I10O37,2.1246405349191457,0.5777964225999919,"See-saw, Triangular non-coplanar",2,4b,1,"[3.569248126450287, 3.145915115554388, 0.703864568232477, 0.840342507411155, 0.9737947581657421]",0.0,1.8466330151628096,A3B10C15D37,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",1.8814915680543502,GGA,H-I-La-O,0.026917694538476002,-1.353814874134615,3.3818,4,Orthorhombic,mm2,Aea2,oxide,None,None,None,None,None,None,"H, O",I,None,La,None,"B $\in$ [0.5, 1]",Positive B
mp-849800,H7SIO10,1.9098354789250482,-0.008448840737628182,Octahedron,1,8f,1,[0.15338156874546802],0.0,0.15338156874546802,ABC7D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Halogens, Nonmetals",1.9109805742043164,GGA,H-I-O-S,0.021326806184209002,-1.205913609473684,2.5839,4,Tetragonal,4/m,I4_1/a,hypoiodite,None,None,None,None,None,None,"H, O, S",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-863752,K2ZnH4(I2O7)2,2.3527046770020745,1.3873274595410199,Triangular non-coplanar,1,2c,1,"[0.784849681943194, 0.8569247823540801]",0.0,0.8208872321486371,AB2C4D4E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",2.0590421938079073,GGA,H-I-K-O-Zn,0.0,-1.2386856799800001,3.1176,5,Monoclinic,2,C2,oxide,K,None,Zn,None,None,None,"H, O",I,None,None,None,B > 1,Positive B
mp-972032,Tl(IO3)3,1.8413980395311413,0.038272186693484825,See-saw,1,6f,1,[2.5628670676689893],0.0,2.5628670676689893,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals",1.8222106084531096,r2SCAN,I-O-Tl,0.0,-0.42454234249999806,2.1696,3,Trigonal,-3,R-3,iodate,None,None,None,None,Tl,None,O,I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
