material_id,chem_formula,R$_0$,B,Dy_chemenv,num_Dy_chemenvs,Dy_wyckoff,num_Dy_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Dy_sites,num_CN_env,num_charge_states,DyX_coordn,DyO_coordn,mean_coordn_Dy-X,min_coordn_Dy-X,max_coordn_Dy-X,mean_coordn_Dy-O,min_coordn_Dy-O,max_coordn_Dy-O,mean_Dy_charge,min_Dy_charge,max_Dy_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_DyO_BondL
mp-555940,Dy2Te5O13,2.395547512418355,-0.0249009566647079,"Dodecahedron with triangular faces - p2345 plane normalized, Pentagonal bipyramid",2,2i,1,"[1.220221813257794, 1.5572613910831752]",0.0,1.3887416021704846,A2B5C13,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Dy-O-Te,0.0,-2.195683625083332,2.985999999999999,3,Triclinic,-1,P-1,oxide,,,,,,Te,O,,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3649284783843645
mp-556108,DyTiClO3,1.8647881254623109,0.5372271298091715,Face-capped octahedron,1,2i,1,[2.802217931285984],0.0,2.802217931285984,ABCD3,1,1,1,[8.0],[4.0],8.0,8.0,8.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Cl-Dy-O-Ti,0.0,-3.538177227499998,3.1574,4,Monoclinic,2/m,C2/m,chlorate,,,Ti,,,,"C, O",Cl,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.258947751032615
mp-556639,DyNbO4,2.3283039167472657,0.0611939386533115,Square antiprism,1,2e,1,[2.6783927544045802],0.0,2.6783927544045802,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-Nb-O,0.0,-3.569322741944445,3.490199999999999,3,Monoclinic,2/m,C2/c,oxide,,,Nb,,,,"N, O",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.355551165237742
mp-556997,Dy3BWO9,1.4244361802632028,1.156448766261198,Dodecahedron with triangular faces - p2345 plane normalized,1,6c,1,[2.551147332971728],0.0,2.551147332971728,ABC3D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Dy-O-W,0.003252706785715,-3.384105871011903,3.788599999999999,4,Hexagonal,6,P6_3,oxide,,,W,,,B,O,,,Dy,,B > 1,Positive B,2.4216794420616794
mp-557914,DyTaO4,2.255450752053491,0.142922459023925,Square antiprism,1,2e,1,[2.453116245322938],0.0,2.453116245322938,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-O-Ta,0.004584845833317,-3.584450643722223,4.1282,3,Monoclinic,2/m,C2/c,oxide,,,Ta,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3582976761912082
mp-557935,Dy2Cu(BO2)8,2.031151389667273,0.3651748363213404,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[1.916822107439792],0.0,1.916822107439792,AB2C8D16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,B-Cu-Dy-O,0.017687343086421,-2.945495197469135,1.0486,4,Monoclinic,2/m,P2_1/c,metaborate,,,Cu,,,B,"C, O",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.40023994663463
mp-558224,Dy2(TeO3)3,2.389413430722393,0.0146881117757073,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized, Square-face capped trigonal prism",3,4e,1,"[4.541154658053677, 4.351774433492336, 2.345641342325751, 3.642170588207469]",0.0,3.720185255519808,A2B3C9,3,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Dy-O-Te,0.0,-2.472540679434524,3.2491,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Te,O,,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.400909567985321
mp-558257,DySeClO3,1.9594996763759984,0.4207375873716626,Pentagonal bipyramid,1,4c,1,[1.449400237836486],0.0,1.449400237836486,ABCD3,1,1,1,[7.0],[5.0],7.0,7.0,7.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals",GGA,Cl-Dy-O-Se,0.0,-2.488031209835068,4.366899999999999,4,Orthorhombic,mmm,Pnma,chlorate,,,,,,,"C, O, S, Se",Cl,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3149059058864987
mp-558960,Dy2Tc2O7,1.8269912929658207,0.5867388880417509,Cube,1,4d,1,[1.3822682657905991],0.0,1.3822682657905991,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-O-Tc,0.024120400454538,-2.682190981477269,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,Tc,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.412116345349419
mp-559476,Dy(IO3)3,2.346936264934294,0.0083996787261606,Square-face bicapped trigonal prism,1,4e,1,[1.437768170273499],0.0,1.437768170273499,AB3C9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",SCAN,Dy-I-O,0.011947426923075,-1.105126961153847,3.5241,3,Monoclinic,2/m,P2_1/c,iodate,,,,,,,O,I,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.355313877847956
mp-559681,Dy2CuTe5Br2O13,2.304704919882005,0.0943200005417934,"Cube, Square antiprism",2,4e,1,"[3.343516026105613, 3.119586622078373]",0.0,3.231551324091993,AB2C2D5E13,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Br-Cu-Dy-O-Te,0.010463379347792,-1.9865104581159407,0.0,5,Monoclinic,2/m,P2_1/c,oxide,,,Cu,,,"B, Te","C, O",Br,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.406676368422037
mp-560148,RbDy(WO4)2,2.186418824460067,0.2616628963686461,Square-face bicapped trigonal prism,1,4e,1,[1.740746527418695],0.0,1.740746527418695,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-O-Rb-W,0.0,-2.656026314305555,3.461799999999999,4,Monoclinic,2/m,P2_1/c,oxide,Rb,,W,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.4255574487468445
mp-560154,DySbMo2O9,2.391657069126392,-0.0063002027846731,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,"[1.387862501866842, 0.439771953057963]",0.0,0.9138172274624026,ABC2D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Dy-Mo-O-Sb,0.016253678365444,-2.378344672628205,3.2047,4,Monoclinic,2/m,C2/c,oxide,,,Mo,,,Sb,"O, S",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.38520850164538
mp-560593,Dy3Si2Cl5O6,1.816955359594354,0.6030099606577002,"Hexagonal bipyramid, Pentagonal bipyramid",2,"4j, 2e",2,"[0.778566629366053, 1.31588223344219]",0.0,1.0472244314041215,A2B3C5D6,2,2,1,"[7.0, 8.0]","[2.0, 6.0]",7.5,7.0,8.0,4.0,2.0,6.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Cl-Dy-O-Si,0.005270105624997,-3.057633442552085,4.7464,4,Monoclinic,2/m,C2/m,oxide,,,,,,Si,"C, O, S",Cl,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.411402535382141
mp-561072,Sr2DySbO6,2.244796513951673,0.0061728966173272,Octahedron,1,2b,1,[0.027471589891068002],0.0,0.027471589891068002,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Dy-O-Sb-Sr,0.0,-3.110212678666666,3.6641,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,,,,Sb,"O, S",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.249084017882812
mp-572231,CsDy(MoO4)2,1.862433510589716,0.5369601715441723,Square antiprism,1,2e,1,[0.82562650990173],0.0,0.82562650990173,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Dy-Mo-O,0.0,-2.546839806776821,3.602,4,Monoclinic,2/m,P2/c,oxide,Cs,,Mo,,,,"C, O",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.3956771943877766
mp-605166,KDyH2C2SO9,2.331177712902639,0.056224381212271,Square-face bicapped trigonal prism,1,4e,1,[1.41851969254597],0.0,1.41851969254597,ABCD2E2F9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Dy-H-K-O-S,0.035214738542257,-2.144072807432292,3.0557,6,Monoclinic,2/m,P2_1/c,oxide,K,,,,,,"H, C, O, S",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3901161072462065
mp-622558,DyFeGe2O7,1.7264474790666349,0.8271621015734271,Square-face capped trigonal prism,1,4f,1,[5.097656657402266],1.0,5.097656657402266,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Dy-Fe-Ge-O,0.025803051363633,-2.479939324696968,1.831799999999999,4,Monoclinic,2/m,P2_1/m,oxide,,,Fe,,,Ge,O,F,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.304701288953232
mp-6413,LiDy(PO3)4,1.865294937482788,0.5450495570853369,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[0.5172386820210401],0.0,0.5172386820210401,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Dy-Li-O-P,0.002915776203705,-2.928945092142855,5.9658000000000015,4,Monoclinic,2/m,C2/c,phosphite,Li,,,,,,"O, P",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.407571931660165
mp-642823,Dy2V2O7,1.6764541678058231,0.7054320180185727,Cube,1,4d,1,[1.9868836808285921],0.0,1.9868836808285921,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-O-V,0.013291790909089,-3.235672241666665,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,V,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.379942368078512
mp-6479,KDy(PO3)4,2.314727784561023,0.0675764722437114,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.209839225017661],0.0,1.209839225017661,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Dy-K-O-P,0.008455644305567,-2.91866654597156,5.2774,4,Monoclinic,2/m,C2/c,phosphite,K,,,,,,"O, P",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3822872858533177
mp-6643,BaDy2ZnO5,2.478223471875347,-0.1357516457367883,Square-face capped trigonal prism,1,4c,1,"[2.076754046703915, 1.636678961123701]",0.0,1.856716503913808,ABC2D5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Dy-O-Zn,0.015728242407403,-3.260596762592592,3.0569,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Zn,,,B,O,,,Dy,,"B $\in$ [-1, -0.1]",Negative B,2.3565402707405845
mp-686636,DyZr9Si9PO40,1.8064872966498071,0.5075290312174224,Dodecahedron with triangular faces - p2345 plane normalized,1,2k,1,[0.299852490353648],0.0,0.299852490353648,ABC9D9E40,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Dy-O-P-Si-Zr,0.011394678916666,-3.541806379271825,3.9673,5,Orthorhombic,222,C222,phosphate,,,Zr,,,Si,"O, P, S",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.3109273978088014
mp-689927,Na3DyTi2Nb2O12,3.0950849908699865,-0.6874199261215871,Square-face bicapped trigonal prism,1,2a,1,[2.169734458282097],0.0,2.169734458282097,AB2C2D3E12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Dy-Na-Nb-O-Ti,0.009022391916662,-3.138795482623563,2.5852,5,Orthorhombic,mm2,Pmc2_1,oxide,Na,,"Ti, Nb",,,,"N, O",,,Dy,,"B $\in$ [-1, -0.1]",Negative B,2.4158830368652904
mp-729275,Dy2Te4O11,2.268864498668281,0.1201233419551919,Square-face bicapped trigonal prism,1,1a,1,"[1.597841740274566, 2.03194357445717, 1.8516833210138621, 1.767502183511196]",0.0,1.8122427048141985,A2B4C11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Dy-O-Te,0.040865275992648,-2.268818312647058,3.056,3,Triclinic,1,P1,oxide,,,,,,Te,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3998910464004353
mp-743624,Ca5DyTi5Fe(SiO5)6,2.013534704931268,0.4349164754968229,Square-face capped trigonal prism,1,1a,1,[1.985214442940702],0.0,1.985214442940702,ABC5D5E6F30,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Dy-Fe-O-Si-Ti,0.005473726449658,-3.400432430381943,2.6769,6,Triclinic,1,P1,oxide,,Ca,"Ti, Fe",,,Si,"C, O, S",F,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.389405150025015
mp-743698,Ca5Dy3Ti5Mn3O24,1.8331957225229487,0.6041006307828267,Square-face bicapped trigonal prism,1,1a,1,"[2.134746324758613, 2.043580196151405, 1.9902496571947341]",0.0,2.0561920593682506,A3B3C5D5E24,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Dy-Mn-O-Ti,0.019981384312515,-3.349115810886495,0.5649000000000001,5,Triclinic,1,P1,oxide,,Ca,"Ti, Mn",,,,"C, O",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.428295673549575
mp-752405,Dy2SiO5,1.893533848278978,0.6138807222620691,"Face-capped octahedron, Dodecahedron with triangular faces - p2345 plane normalized",2,4e,1,"[3.526870547865465, 3.536747821118284]",0.0,3.5318091844918746,AB2C5,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Dy-O-Si,0.022826834687485,-3.676365752500015,4.9139,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Si,"O, S",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.3950495056247547
mp-752425,Dy2Ti2O7,2.177878574465031,0.2079214696417522,"Square-face bicapped trigonal prism, Square-face capped trigonal prism",2,2a,1,"[2.089025256186007, 4.974508534502182, 2.010487604360398, 1.9129821107480942]",0.0,2.7467508764491706,A2B2C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-O-Ti,0.0,-3.679658483712121,3.0572,3,Monoclinic,2,P2_1,oxide,,,Ti,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3795404026427205
mp-753153,Dy2CO5,1.9899656064715143,0.4080569419576657,Cube,1,4c,1,[0.806287462883238],0.0,0.806287462883238,AB2C5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,C-Dy-O,0.002423531249998,-3.257618049479168,4.4368,3,Orthorhombic,mm2,Ama2,oxide,,,,,,,"C, O",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3903588552568236
mp-753763,Ce5Dy2O13,2.055263396645461,0.3823180609751933,"Face-capped octahedron, Trigonal bipyramid",2,1a,1,"[0.7011095112382011, 3.776657185126607]",0.0,2.238883348182404,A2B5C13,2,2,1,"[5.0, 7.0]","[5.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Ce-Dy-O,0.042540519499997,-3.756553548062493,1.226099999999999,3,Trigonal,3m,R3m,oxide,,,,,,,"C, O",,,"Ce, Dy",,"B $\in$ [0.1, 0.5]",Positive B,2.334304423518401
mp-754302,Dy2Zr2O7,1.908725862343907,0.5531116063875384,Cube,1,4c,1,[1.194510298920915],0.0,1.194510298920915,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-O-Zr,0.035970105454545,-3.814405255568179,2.7479,3,Cubic,m-3m,Fd-3m,oxide,,,Zr,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.4603170381881307
mp-754646,Dy2Ge2O7,1.6209990157727732,0.7586322095352338,Cube,1,4c,1,[2.27185025051861],0.0,2.27185025051861,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Dy-Ge-O,0.01226336272727,-3.046913139848485,3.205699999999999,3,Cubic,m-3m,Fd-3m,oxide,,,,,,Ge,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.3775446930792006
mp-755461,Dy3TaO7,1.8966809939544185,0.5904821041685662,"Cube, Pentagonal bipyramid",2,"4g, 2a",2,"[2.424162201536938, 0.7151384162564091]",0.0,1.5696503088966736,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-O-Ta,0.023821474545453,-3.732413933393941,3.5136000000000003,3,Orthorhombic,mmm,Cmcm,oxide,,,Ta,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.4157326751227974
mp-755612,DyGaO3,0.9151221676612776,1.7073545381722322,Square-face bicapped trigonal prism,1,4c,1,[1.720578429045386],0.0,1.720578429045386,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Dy-Ga-O,0.048170022599991,-3.014908007316667,3.6351,3,Orthorhombic,mmm,Pnma,oxide,,,,,Ga,,O,,,Dy,,B > 1,Positive B,2.441584547503939
mp-755652,Dy3TaO7,2.2042637376797147,0.1769738320875746,"Cube, Pentagonal bipyramid",2,"4c, 2a",2,"[3.48317879237006, 1.677199689620523]",0.0,2.5801892409952916,AB3C7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-O-Ta,0.0,-3.756235407939393,3.408299999999999,3,Orthorhombic,222,C222_1,oxide,,,Ta,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.330251490498842
mp-755673,DyWO4,2.1691695309482024,0.2393491678067293,Square antiprism,1,2f,1,[1.572766093158672],0.0,1.572766093158672,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-O-W,0.01058425895833,-2.9821638769444423,1.9468,3,Monoclinic,2/m,P2/c,oxide,,,W,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3617125510784387
mp-755869,Dy2Mn2O7,1.6329273681664973,0.7357166351189885,Cube,1,4d,1,[2.166930874008736],0.0,2.166930874008736,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-Mn-O,0.0,-2.893416257199581,0.9041,3,Cubic,m-3m,Fd-3m,oxide,,,Mn,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.3666192583763985
mp-756272,LaDyO3,2.3251717740876963,-0.0424595502607826,Octahedron,1,4a,1,[0.23577686477397403],0.0,0.23577686477397403,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Dy-La-O,0.039878233624996,-3.793956947499998,4.401499999999999,3,Orthorhombic,mm2,Pna2_1,oxide,,,,,,,O,,,"La, Dy",,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2863283588295022
mp-756309,Ce4DyO9,4.468749119400735,-3.1433555438615217,Trigonal prism,1,1a,1,[7.906509727895776],1.0,7.906509727895776,AB4C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Ce-Dy-O,0.03104562392852,-3.775263605580367,0.0,3,Orthorhombic,mm2,Imm2,oxide,,,,,,,"C, O",,,"Ce, Dy",,B < -1,Negative B,2.2895670215982684
mp-756470,K2DyPCO7,0.050133268062527,3.207794380113589,Octahedron,1,2e,1,[3.076423344844616],0.0,3.076423344844616,ABCD2E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Dy-K-O-P,0.020085540625,-2.7865447877757923,4.5833,5,Monoclinic,2/m,P2_1/m,oxide,K,,,,,,"C, O, P",,,Dy,,B > 1,Positive B,2.280624388878118
mp-756630,DyAlO3,1.3475499091622962,1.1877097930660896,Square-face bicapped trigonal prism,1,4c,1,[2.5418464254823583],0.0,2.5418464254823583,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Al-Dy-O,0.0,-3.700768771499999,5.723000000000001,3,Orthorhombic,mmm,Pnma,oxide,,,,,Al,,O,,,Dy,,B > 1,Positive B,2.4010728470039924
mp-756868,Rb3DyO3,2.2838035520321185,-0.3853717435032907,Tetrahedron,1,2i,1,[1.673499098185896],0.0,1.673499098185896,AB3C3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Dy-O-Rb,0.020398585000001,-2.202003127738094,1.9791999999999992,3,Monoclinic,2/m,C2/m,oxide,Rb,,,,,,O,,,Dy,,"B $\in$ [-1, -0.1]",Negative B,2.163948377685247
mp-766367,Dy5(ReO6)2,2.2031583203845213,0.1485871631809032,"Square-face capped trigonal prism, Octahedron",2,2e,1,"[3.833008913669337, 2.9193120170555282, 3.844904400810461, 2.907890340835662, 1.064892643401437]",0.0,2.9140016631544854,A2B5C12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-O-Re,0.000240526842105,-3.354430200175437,0.0,3,Monoclinic,2/m,C2/m,oxide,,,Re,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.323470310689412
mp-768141,Na2DyPCO7,1.9033967362873263,0.5715457786400998,Pentagonal bipyramid,1,2e,1,[3.647266712031943],0.0,3.647266712031943,ABCD2E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Dy-Na-O-P,0.024735364409721,-2.7616764709640123,4.5321,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,,"C, N, O, P",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.2995424604067414
mp-768149,DyInO3,1.9605674190099045,0.4567180512929202,Face-capped octahedron,1,"4b, 2a",2,"[3.249402680703459, 3.6083657044483592]",0.0,3.428884192575909,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Dy-In-O,0.005459097416665,-2.890094840333334,1.987099999999999,3,Hexagonal,6mm,P6_3cm,oxide,,,,,In,,O,I,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3505904547440797
