material_id,chem_formula,R$_0$,B,Ho_chemenv,num_Ho_chemenvs,Ho_wyckoff,num_Ho_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ho_sites,num_CN_env,num_charge_states,HoX_coordn,HoO_coordn,mean_coordn_Ho-X,min_coordn_Ho-X,max_coordn_Ho-X,mean_coordn_Ho-O,min_coordn_Ho-O,max_coordn_Ho-O,mean_Ho_charge,min_Ho_charge,max_Ho_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_HoO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-559838,HoMoO4F,2.18153773445473,0.1831356029965326,Square antiprism,1,4e,1,[1.676087871468996],0.0,1.676087871468996,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",2.3733971743523696,GGA_U,F-Ho-Mo-O,0.002000897023807,-2.998061516785714,3.7444,4,Monoclinic,2/m,P2_1/c,fluoride,None,None,Mo,None,None,None,"H, O",F,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-559910,Na2HoMoPO8,1.9806036464343069,0.42115815138841467,Dodecahedron with triangular faces - p2345 plane normalized,1,4d,1,[0.46501058221950803],0.0,0.46501058221950803,ABCD2E8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.3596474159604357,GGA_U,Ho-Mo-Na-O-P,0.0036400769230860003,-2.772064049800113,4.208299999999999,5,Orthorhombic,mmm,Ibca,oxide,Na,None,Mo,None,None,None,"H, N, O, P",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-560082,Ho2Ge2O7,1.7300176660212205,0.7881080566731702,Square-face capped trigonal prism,1,8b,1,[3.458177140092427],0.0,3.458177140092427,A2B2C7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.320042565324979,r2SCAN,Ge-Ho-O,0.022319132500001,-3.065896966590914,3.747699999999999,3,Tetragonal,422,P4_12_12,oxide,None,None,None,None,None,Ge,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-560105,K3Ho(SiO3)3,2.23230755131705,0.04530338293959315,Octahedron,1,4b,1,[0.23267498624020103],0.0,0.23267498624020103,AB3C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",2.2638685332551445,GGA,Ho-K-O-Si,0.000796621760415,-3.116710351359375,4.0034,4,Orthorhombic,mm2,Pmn2_1,oxide,K,None,None,None,None,Si,"H, O, S",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-561095,LiHo3Ge2(O4F)2,2.255995634947548,0.13051566247183036,"Square antiprism, Square-face capped trigonal prism",2,"4f, 2e",2,"[1.4520506548331071, 0.5668990972814341]",0.0,1.0094748760572707,AB2C2D3E8,2,2,1,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,O2-,"Alkali Metals, Halogens, Lanthanides, Metalloids, Nonmetals",2.368458971413626,GGA,F-Ge-Ho-Li-O,0.016893543437499003,-3.303458222083333,4.252800000000001,5,Monoclinic,2/m,C2/c,fluoride,Li,None,None,None,None,Ge,"H, O",F,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-5985,HoTaO4,2.1519127215949756,0.25995825897169045,Square antiprism,1,2e,1,[2.083199370531988],0.0,2.083199370531988,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3559580904955775,r2SCAN,Ho-O-Ta,0.0,-3.590512838722221,4.040599999999999,3,Monoclinic,2/m,P2/c,oxide,None,None,Ta,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-626173,HoHO2,2.0442460305480035,0.35359099896210655,Square-face capped trigonal prism,1,2a,1,[2.4664535188514582],0.0,2.4664535188514582,ABC2,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.319927127035359,r2SCAN,H-Ho-O,0.0,-2.9144353709375,3.9486,3,Monoclinic,2/m,P2_1/m,oxide,None,None,None,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-647283,Ho2B4O9,2.09293088140839,0.3482163345610884,"Square-face monocapped antiprism, Square antiprism, Bicapped square prism (adjacent faces), Tricapped triangular prism (three square-face caps)",4,4f,1,"[3.91068230338914, 5.066090830168195, 3.20951509181166, 2.746112760081528, 3.145296682485084]",0.2,3.615539533587121,A2B4C9,4,3,1,"[10.0, 8.0, 9.0]","[10.0, 8.0, 9.0]",9.0,8.0,10.0,9.0,8.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.472419536831938,GGA,B-Ho-O,0.04230535738332,-3.275135588977776,5.6073,3,Monoclinic,2/m,C2/c,oxide,None,None,None,None,None,B,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-6501,BaHo2ZnO5,2.4189105812150253,-0.07832878429716014,Square-face capped trigonal prism,1,4c,1,"[2.106429455040398, 1.641505575820674]",0.0,1.873967515430536,ABC2D5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.3456363322978766,GGA,Ba-Ho-O-Zn,0.019003241990738003,-3.269829354722221,3.0589,4,Orthorhombic,mmm,Pnma,oxide,None,Ba,Zn,None,None,B,"H, O",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-6676,Sr2HoRuO6,2.204178586183268,0.0338095237652357,Octahedron,1,2b,1,[0.023420911444230003],0.0,0.023420911444230003,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.227664617798024,GGA,Ho-O-Ru-Sr,0.0,-2.866980289999999,0.0,4,Monoclinic,2/m,P2_1/c,oxide,None,Sr,Ru,None,None,None,"H, O, S",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-6757,Ho4Si2S3O7,2.152044879080428,0.2557259131216735,"Trigonal prism, Tricapped triangular prism (three square-face caps)",2,"8g, 8h",2,"[1.70743030295887, 1.488947988441979]",0.0,1.5981891457004245,A2B3C4D7,2,2,1,"[6.0, 3.0]","[6.0, 3.0]",4.5,3.0,6.0,4.5,3.0,6.0,3.0,3.0,3.0,2.0,2,2,O2-,"Lanthanides, Metalloids, Nonmetals",2.4117334440741365,GGA,Ho-O-S-Si,0.021752021197919,-3.16206130099609,2.7047,4,Tetragonal,4/mmm,I4_1/amd,oxide,None,None,None,None,None,Si,"H, O, S",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-676881,Ho4Zr3O12,1.9085332870016376,0.48366907251359503,Square-face capped trigonal prism,1,2i,1,"[4.046493820361992, 4.27206817152771, 3.995109377960762, 4.458862107793933]",0.0,4.1931333694110995,A3B4C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3138869521775596,r2SCAN,Ho-O-Zr,0.0055890265789520005,-3.900181395263159,4.1646,3,Triclinic,-1,P-1,oxide,None,None,Zr,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-676988,Na3HoTi2Nb2O12,3.2792555035689377,-0.8867059335948934,Square-face bicapped trigonal prism,1,2a,1,[2.165778898383132],0.0,2.165778898383132,AB2C2D3E12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.4082496249846668,GGA,Ho-Na-Nb-O-Ti,0.010773904499984001,-3.138026117290229,2.646599999999999,5,Orthorhombic,mm2,Pmc2_1,oxide,Na,None,"Ti, Nb",None,None,None,"H, N, O",None,None,Ho,None,"B $\in$ [-1, -0.1]",Negative B
mp-6795,Ba5Ho8Zn4O21,2.874502157575359,-0.5935333404402574,Square-face capped trigonal prism,1,4h,1,"[1.578232960170753, 2.322398783271093]",0.0,1.950315871720923,A4B5C8D21,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.3500271464650595,GGA,Ba-Ho-O-Zn,0.009676076513153001,-3.257222851184209,3.3644,4,Tetragonal,4/m,I4/m,oxide,None,Ba,Zn,None,None,B,"H, O",None,None,Ho,None,"B $\in$ [-1, -0.1]",Negative B
mp-680713,Ho(BO2)3,1.9180541431381308,0.5124939551625636,"Square-face bicapped trigonal prism, Square antiprism, Bicapped octahedron (cap faces with one atom in common)",3,4c,1,"[6.534563711338237, 2.537244846516142, 3.262134208619618, 2.6068306517932402]",0.25,3.735193354566809,AB3C6,3,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.413732591032753,GGA,B-Ho-O,0.0,-3.197634458124999,5.693099999999999,3,Orthorhombic,mmm,Pnma,metaborate,None,None,None,None,None,B,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-695081,Ca5Ho3Ti5Mn3O24,1.8088456637147547,0.6195596429065834,Square-face bicapped trigonal prism,1,1a,1,"[2.089689755594423, 1.9771477238807311, 1.9560388307540482]",0.0,2.0076254367430675,A3B3C5D5E24,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.419172916102474,GGA_U,Ca-Ho-Mn-O-Ti,0.022588550937426,-3.350653072636494,0.5773,5,Triclinic,1,P1,oxide,None,Ca,"Ti, Mn",None,None,None,"H, C, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-697339,Ho2H4CO7,2.2658253941093194,0.12543329302405026,"Square antiprism, Square-face capped trigonal prism",2,4e,1,"[2.013496622296084, 1.8646292486584142]",0.0,1.939062935477249,AB2C4D7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.359607683232308,GGA,C-H-Ho-O,0.0,-2.435260458749999,4.9922,4,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"H, C, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-699660,KHo2Cu(MoO4)4,2.306223019472109,0.08522826142544984,Dodecahedron with triangular faces - p2345 plane normalized,1,1a,1,"[2.287298706255949, 2.2379365844147032, 2.199484410188877, 2.249895205307602]",0.0,2.243653726541783,ABC2D4E16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.391564932576428,GGA_U,Cu-Ho-K-Mo-O,0.027985004999994,-2.39138184009375,1.0666,5,Monoclinic,m,Cc,oxide,K,None,"Cu, Mo",None,None,None,"H, C, O",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-7013,Ho2Be2SiO7,1.807727929366583,0.66181446658231,Square antiprism,1,4e,1,[1.255107494205777],0.0,1.255107494205777,AB2C2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.417798556677188,GGA,Be-Ho-O-Si,0.0,-3.586752802083332,5.0859,4,Tetragonal,-42m,P-42_1m,oxide,None,Be,None,None,None,"B, Si","H, O, S",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-752713,HoBO3,2.562674689287319,-0.1950809027597788,Cube,1,"4e, 2b",2,"[2.540979475332316, 2.2732904398723353]",0.0,2.4071349576023255,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.355237908038306,r2SCAN,B-Ho-O,0.0,-3.557053922833332,5.4365,3,Orthorhombic,mmm,Cmcm,orthoborate,None,None,None,None,None,B,"H, O",None,None,Ho,None,"B $\in$ [-1, -0.1]",Negative B
mp-753692,Ho2Ge2O7,1.6223809746900606,0.7473616115465957,Cube,1,4c,1,[2.227696471952095],0.0,2.227696471952095,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.3676848641804114,r2SCAN,Ge-Ho-O,0.0,-3.088216099090916,3.252,3,Cubic,m-3m,Fd-3m,oxide,None,None,None,None,None,Ge,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-753766,Ho6ReO12,1.604042571117643,0.956410888415963,Square-face capped trigonal prism,1,6f,1,[3.840753822022719],0.0,3.840753822022719,AB6C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.327437456528242,r2SCAN,Ho-O-Re,0.0,-3.637388602236824,0.0359,3,Trigonal,-3,R-3,oxide,None,None,Re,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-753923,Cs3HoO3,2.2322695018331884,-0.3228311797049316,Tetrahedron,1,2i,1,[1.646183354493792],0.0,1.646183354493792,AB3C3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.1345251281812834,r2SCAN,Cs-Ho-O,0.016783043571432,-2.130844472857142,2.4212,3,Monoclinic,2/m,C2/m,oxide,Cs,None,None,None,None,None,"H, C, O",None,None,Ho,None,"B $\in$ [-1, -0.1]",Negative B
mp-754161,Rb3HoO3,1.9096586387246308,0.7773921190500032,Tetrahedron,1,2i,1,[1.644312303025866],0.0,1.644312303025866,AB3C3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.1290351014452567,r2SCAN,Ho-O-Rb,0.017035489285714002,-2.212791571071428,2.0088,3,Monoclinic,2/m,C2/m,oxide,Rb,None,None,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-754327,Ho2CuO4,1.8655012947460008,0.5469435837584369,Cube,1,2e,1,[0.289836840389326],0.0,0.289836840389326,AB2C4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.434171677510414,GGA,Cu-Ho-O,0.049597282678583,-2.998898287499989,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,None,None,Cu,None,None,None,"H, C, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-754918,Ho2Mn2O7,1.6341103808260269,0.7238126985332464,Cube,1,4c,1,[2.120897064912104],0.0,2.120897064912104,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3559290043789236,r2SCAN,Ho-Mn-O,0.0,-2.9032127205329132,1.1659,3,Cubic,m-3m,Fd-3m,oxide,None,None,Mn,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-755416,HoGaO3,0.7627744911864879,1.8700868265699762,Square-face bicapped trigonal prism,1,4c,1,[1.716849704649366],0.0,1.716849704649366,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",2.43054190738065,GGA,Ga-Ho-O,0.049537561350001,-3.137672760999999,3.6066000000000003,3,Orthorhombic,mmm,Pnma,oxide,None,None,None,None,Ga,None,"H, O",None,None,Ho,None,B > 1,Positive B
mp-755635,Ho2Pt2O7,1.8345269626441323,0.5272832068573634,Cube,1,4c,1,[1.180503905428872],0.0,1.180503905428872,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.360357516291768,r2SCAN,Ho-O-Pt,0.0,-2.284015018181815,1.506899999999999,3,Cubic,m-3m,Fd-3m,oxide,None,None,Pt,None,None,None,"H, O, P",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-756834,HoCrO3,0.8619776754402327,1.7212062913443624,Square-face bicapped trigonal prism,1,4c,1,[1.616768861330951],0.0,1.616768861330951,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.4009885278124825,r2SCAN,Cr-Ho-O,0.0,-3.2267283235,2.4964,3,Orthorhombic,mmm,Pnma,oxide,None,None,Cr,None,None,None,"H, C, O",None,None,Ho,None,B > 1,Positive B
mp-767414,K2HoPCO7,0.06352234005719072,3.174155906220426,Octahedron,1,2e,1,[3.003005694829006],0.0,3.003005694829006,ABCD2E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.270695759447927,GGA,C-Ho-K-O-P,0.023787199999992,-2.787802657220237,4.6175999999999995,5,Monoclinic,2/m,P2_1/m,oxide,K,None,None,None,None,None,"H, C, O, P",None,None,Ho,None,B > 1,Positive B
mp-768129,Na2HoPCO7,1.888659135640578,0.5598007029688401,Pentagonal bipyramid,1,2e,1,[3.674365566214303],0.0,3.674365566214303,ABCD2E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.2772881266436444,GGA,C-Ho-Na-O-P,0.023939893576384003,-2.763903169991789,4.7278,5,Monoclinic,2/m,P2_1/m,oxide,Na,None,None,None,None,None,"H, C, N, O, P",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-768211,Cs3HoO3,1.9980076477838922,0.4868741343126638,Tetrahedron,1,4e,1,[1.590447204398443],0.0,1.590447204398443,AB3C3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.1402672035527788,r2SCAN,Cs-Ho-O,0.005588764285718,-2.142038752142856,2.3008,3,Monoclinic,2/m,P2_1/c,oxide,Cs,None,None,None,None,None,"H, C, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-768267,HoInO3,1.9646044554616122,0.43931315799946746,Face-capped octahedron,1,"4b, 2a",2,"[3.281017858369429, 3.6577759389619473]",0.0,3.4693968986656882,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Post-Transition Metals",2.339583958546416,r2SCAN,Ho-In-O,0.009804144208334,-3.001009271999999,1.978,3,Hexagonal,6mm,P6_3cm,oxide,None,None,None,None,In,None,"H, O",I,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-768301,Ho2B4O9,2.052276163272507,0.3716922217098546,"Square-face bicapped square antiprism, Tricapped triangular prism (three square-face caps)",2,2i,1,"[3.136272708626236, 5.128423347968559]",0.5,4.132348028297397,A2B4C9,2,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.4677558351528903,GGA,B-Ho-O,0.030689259583319,-3.286751686777776,5.6616,3,Triclinic,-1,P-1,oxide,None,None,None,None,None,B,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-768585,HoTa3O9,2.1855759202009355,0.2133237161536179,Square-face bicapped trigonal prism,1,2e,1,[1.589246016415651],0.0,1.589246016415651,AB3C9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.387354366585622,r2SCAN,Ho-O-Ta,8.834192309947755e-05,-3.321736340538461,3.3445,3,Monoclinic,2/m,P2_1/m,oxide,None,None,Ta,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-768605,Ho2TiO5,2.3044715748419295,0.011362868674632827,Face-capped octahedron,1,4c,1,"[2.769880687127466, 3.054290148525006]",0.0,2.912085417826236,AB2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3162447107739084,r2SCAN,Ho-O-Ti,0.0,-3.779800038958331,3.284899999999999,3,Orthorhombic,mmm,Pnma,oxide,None,None,Ti,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-768695,Ho2Ti2O7,2.1628997140330513,0.21175789823352723,"Square-face bicapped trigonal prism, Square-face capped trigonal prism",2,2a,1,"[1.985558815187359, 4.854173661164232, 1.9276176353064771, 1.9062072271922612]",0.0,2.6683893347125824,A2B2C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3673210001546456,r2SCAN,Ho-O-Ti,0.0,-3.6813002214393933,3.0657,3,Monoclinic,2,P2_1,oxide,None,None,Ti,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-768762,Ho2TeO6,1.9294485031950834,0.4906379585625006,"Face-capped octahedron, Square-face capped trigonal prism",2,4a,1,"[2.36911934347339, 4.108805881260294]",0.0,3.2389626123668425,AB2C6,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.3312840896328524,r2SCAN,Ho-O-Te,0.0,-3.028521803518517,3.0134,3,Orthorhombic,222,P2_12_12_1,oxide,None,None,None,None,None,Te,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-768920,Ho2(SeO3)3,1.9660005886670742,0.42430461739573816,Octahedron,1,4f,1,[1.449519607383219],0.0,1.449519607383219,A2B3C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.2687628141404783,GGA,Ho-O-Se,0.021578948214298,-2.047689914799107,4.5358,3,Hexagonal,6/m,P6_3/m,oxide,None,None,None,None,None,None,"H, O, S, Se",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-769014,Ho2(SeO3)3,2.0426678723566445,0.32508624927539187,"Pentagonal bipyramid, Dodecahedron with triangular faces - p2345 plane normalized",2,2i,1,"[1.471296044995094, 0.726267467921598]",0.0,1.098781756458346,A2B3C9,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.3410883682542947,r2SCAN,Ho-O-Se,0.0,-2.069268863013393,3.9629000000000003,3,Triclinic,-1,P-1,oxide,None,None,None,None,None,None,"H, O, S, Se",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-769045,HoGaO3,1.8262964203327996,0.5463539881727133,Face-capped octahedron,1,"4b, 2a",2,"[2.324855365904575, 2.620909757424344]",0.0,2.472882561664459,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",2.293947866090533,r2SCAN,Ga-Ho-O,0.018842623516666,-3.1683676988333342,2.883999999999999,3,Hexagonal,6mm,P6_3cm,oxide,None,None,None,None,Ga,None,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-769285,Ho3ReO8,2.2417017314972734,0.13163200306865183,"Square-face bicapped trigonal prism, Square-face capped trigonal prism",2,2e,1,"[2.19288122386862, 3.421219756108507, 1.969216284020884]",0.0,2.5277724213326707,AB3C8,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.34300007321377,GGA,Ho-O-Re,0.029216561875001,-3.292435065624997,1.7832,3,Monoclinic,2/m,P2_1/m,oxide,None,None,Re,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-769345,Ho3ReO8,1.9936710729258107,0.38754808648811573,"Square-face bicapped trigonal prism, Square antiprism",2,4e,1,"[2.38876798517347, 1.2641815001449341, 1.4596458379855202]",0.0,1.7041984411013082,AB3C8,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.380251708704375,r2SCAN,Ho-O-Re,0.0,-3.321651627499998,1.7553,3,Monoclinic,2/m,P2_1/c,oxide,None,None,Re,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-770571,Ho2WO6,2.066749303203666,0.31454211060805515,"Face-capped octahedron, Square-face capped trigonal prism",2,4a,1,"[2.244807818171788, 4.012577460646752]",0.0,3.12869263940927,AB2C6,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.316562968458819,r2SCAN,Ho-O-W,0.018295675833332,-3.299127436388888,3.798899999999999,3,Orthorhombic,222,P2_12_12_1,oxide,None,None,W,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
